identity/LineItemId,identity/TimeInterval,bill/InvoiceId,bill/InvoicingEntity,bill/BillingEntity,bill/BillType,bill/PayerAccountId,bill/BillingPeriodStartDate,bill/BillingPeriodEndDate,lineItem/UsageAccountId,lineItem/LineItemType,lineItem/UsageStartDate,lineItem/UsageEndDate,lineItem/ProductCode,lineItem/UsageType,lineItem/Operation,lineItem/AvailabilityZone,lineItem/ResourceId,lineItem/UsageAmount,lineItem/NormalizationFactor,lineItem/NormalizedUsageAmount,lineItem/CurrencyCode,lineItem/UnblendedRate,lineItem/UnblendedCost,lineItem/BlendedRate,lineItem/BlendedCost,lineItem/LineItemDescription,lineItem/TaxType,lineItem/LegalEntity,product/ProductName,product/availability,product/availabilityZone,product/capacitystatus,product/classicnetworkingsupport,product/clockSpeed,product/currentGeneration,product/dedicatedEbsThroughput,product/dedicatedEbsThroughputDescription,product/durability,product/ecu,product/enhancedNetworkingSupported,product/feeCode,product/feeDescription,product/fromLocation,product/fromLocationType,product/fromRegionCode,product/gpuMemory,product/group,product/groupDescription,product/instance,product/instanceFamily,product/instanceFamilyCategory,product/instanceType,product/instanceTypeFamily,product/intelAvx2Available,product/intelAvxAvailable,product/intelTurboAvailable,product/licenseModel,product/location,product/locationType,product/marketoption,product/maxIopsvolume,product/maxThroughputvolume,product/maxVolumeSize,product/memory,product/messageDeliveryFrequency,product/messageDeliveryOrder,product/networkPerformance,product/normalizationSizeFactor,product/operatingSystem,product/operation,product/physicalProcessor,product/preInstalledSw,product/processorArchitecture,product/processorFeatures,product/productFamily,product/queueType,product/region,product/regionCode,product/servicecode,product/servicename,product/sku,product/storage,product/storageClass,product/storageMedia,product/tenancy,product/toLocation,product/toLocationType,product/toRegionCode,product/transferType,product/usagetype,product/vcpu,product/volumeApiName,product/volumeType,product/vpcnetworkingsupport,pricing/RateCode,pricing/RateId,pricing/currency,pricing/publicOnDemandCost,pricing/publicOnDemandRate,pricing/term,pricing/unit,reservation/AmortizedUpfrontCostForUsage,reservation/AmortizedUpfrontFeeForBillingPeriod,reservation/EffectiveCost,reservation/EndTime,reservation/ModificationStatus,reservation/NormalizedUnitsPerReservation,reservation/NumberOfReservations,reservation/RecurringFeeForUsage,reservation/StartTime,reservation/SubscriptionId,reservation/TotalReservedNormalizedUnits,reservation/TotalReservedUnits,reservation/UnitsPerReservation,reservation/UnusedAmortizedUpfrontFeeForBillingPeriod,reservation/UnusedNormalizedUnitQuantity,reservation/UnusedQuantity,reservation/UnusedRecurringFee,reservation/UpfrontValue,savingsPlan/TotalCommitmentToDate,savingsPlan/SavingsPlanARN,savingsPlan/SavingsPlanRate,savingsPlan/UsedCommitment,savingsPlan/SavingsPlanEffectiveCost,savingsPlan/AmortizedUpfrontCommitmentForBillingPeriod,savingsPlan/RecurringCommitmentForBillingPeriod
yoxg47vgoheb2ofqliu5c3cokv3ff23ambd3zjxulnhq2zhrwyta,2026-04-19T22:00:00Z/2026-04-19T23:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,430155298731,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,430155298731,Usage,2026-04-19T22:00:00Z,2026-04-19T23:00:00Z,AmazonS3,EUN1-DataTransfer-Out-Bytes,InitiateMultipartUpload,,fincloud-data-xyz,0.0000009611,,,USD,0.0000000001,0.0000000000,0.0000000001,0.0000000000,USD 0.0 per GB for DataTransfer-Out-Bytes in EU (Stockholm),,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,EU (Stockholm),AWS Region,eu-north-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,,eu-north-1,,AWSDataTransfer,AWS Data Transfer,DRTM7T5YA7E492Z3,,,,,External,Other,,AWS Outbound,EUN1-DataTransfer-Out-Bytes,,,,,DRTM7T5YA7E492Z3.A429C66SYZ.6YS6EN2CT7,448848351163,USD,0.0000000865,0.0900000000,,GB,,,,,,,,,,23742807748,,,,,,,,,,,,,,,
lx7cjvmsxhqqugscnby6fbeegfzq7odikqtk2xlmopvivashtg7q,2026-04-16T19:00:00Z/2026-04-16T20:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,430155298731,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,430155298731,Usage,2026-04-16T19:00:00Z,2026-04-16T20:00:00Z,AmazonS3,EUN1-DataTransfer-Out-Bytes,ListBucket,,fincloud-s3-demo,0.0000002813,,,USD,0.0000000001,0.0000000000,0.0000000001,0.0000000000,USD 0.0 per GB for DataTransfer-Out-Bytes in EU (Stockholm),,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,EU (Stockholm),AWS Region,eu-north-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,,eu-north-1,,AWSDataTransfer,AWS Data Transfer,DRTM7T5YA7E492Z3,,,,,External,Other,,AWS Outbound,EUN1-DataTransfer-Out-Bytes,,,,,DRTM7T5YA7E492Z3.A429C66SYZ.6YS6EN2CT7,448848351163,USD,0.0000000253,0.0900000000,,GB,,,,,,,,,,23742807748,,,,,,,,,,,,,,,
lx7cjvmsxhqqugscnby6fbeegfzq7odikqtk2xlmopvivashtg7q,2026-04-16T22:00:00Z/2026-04-16T23:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,430155298731,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,430155298731,Usage,2026-04-16T22:00:00Z,2026-04-16T23:00:00Z,AmazonS3,EUN1-DataTransfer-Out-Bytes,ListBucket,,fincloud-s3-demo,0.0000020470,,,USD,0.0000000001,0.0000000000,0.0000000001,0.0000000000,USD 0.0 per GB for DataTransfer-Out-Bytes in EU (Stockholm),,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,EU (Stockholm),AWS Region,eu-north-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,,eu-north-1,,AWSDataTransfer,AWS Data Transfer,DRTM7T5YA7E492Z3,,,,,External,Other,,AWS Outbound,EUN1-DataTransfer-Out-Bytes,,,,,DRTM7T5YA7E492Z3.A429C66SYZ.6YS6EN2CT7,448848351163,USD,0.0000001842,0.0900000000,,GB,,,,,,,,,,23742807748,,,,,,,,,,,,,,,
o6iqpqabbuigmb7avilhzt43jmv4bggrhj4cq23gwjlbedbttj3q,2026-04-19T21:00:00Z/2026-04-19T22:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,430155298731,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,430155298731,Usage,2026-04-19T21:00:00Z,2026-04-19T22:00:00Z,AmazonS3,EUN1-DataTransfer-Out-Bytes,ListBucket,,fincloud-data-xyz,0.0000002822,,,USD,0.0000000001,0.0000000000,0.0000000001,0.0000000000,USD 0.0 per GB for DataTransfer-Out-Bytes in EU (Stockholm),,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,EU (Stockholm),AWS Region,eu-north-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,,eu-north-1,,AWSDataTransfer,AWS Data Transfer,DRTM7T5YA7E492Z3,,,,,External,Other,,AWS Outbound,EUN1-DataTransfer-Out-Bytes,,,,,DRTM7T5YA7E492Z3.A429C66SYZ.6YS6EN2CT7,448848351163,USD,0.0000000254,0.0900000000,,GB,,,,,,,,,,23742807748,,,,,,,,,,,,,,,
o6iqpqabbuigmb7avilhzt43jmv4bggrhj4cq23gwjlbedbttj3q,2026-04-19T22:00:00Z/2026-04-19T23:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,430155298731,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,430155298731,Usage,2026-04-19T22:00:00Z,2026-04-19T23:00:00Z,AmazonS3,EUN1-DataTransfer-Out-Bytes,ListBucket,,fincloud-data-xyz,0.0000818558,,,USD,0.0000000001,0.0000000000,0.0000000001,0.0000000000,USD 0.0 per GB for DataTransfer-Out-Bytes in EU (Stockholm),,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,EU (Stockholm),AWS Region,eu-north-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,,eu-north-1,,AWSDataTransfer,AWS Data Transfer,DRTM7T5YA7E492Z3,,,,,External,Other,,AWS Outbound,EUN1-DataTransfer-Out-Bytes,,,,,DRTM7T5YA7E492Z3.A429C66SYZ.6YS6EN2CT7,448848351163,USD,0.0000073670,0.0900000000,,GB,,,,,,,,,,23742807748,,,,,,,,,,,,,,,
xliwjgjfmhbkhmyub4gs6c3mxrhyes67yt3awsr4i2amtxvhijma,2026-04-16T22:00:00Z/2026-04-16T23:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,430155298731,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,430155298731,Usage,2026-04-16T22:00:00Z,2026-04-16T23:00:00Z,AmazonS3,EUN1-DataTransfer-Out-Bytes,ListBucketVersions,,fincloud-s3-demo,0.0000003157,,,USD,0.0000000001,0.0000000000,0.0000000001,0.0000000000,USD 0.0 per GB for DataTransfer-Out-Bytes in EU (Stockholm),,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,EU (Stockholm),AWS Region,eu-north-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,,eu-north-1,,AWSDataTransfer,AWS Data Transfer,DRTM7T5YA7E492Z3,,,,,External,Other,,AWS Outbound,EUN1-DataTransfer-Out-Bytes,,,,,DRTM7T5YA7E492Z3.A429C66SYZ.6YS6EN2CT7,448848351163,USD,0.0000000284,0.0900000000,,GB,,,,,,,,,,23742807748,,,,,,,,,,,,,,,
w7lie2swdtciwqzxemr7tbcs777tce6nrhav2rm5445seci4o3rq,2026-04-19T22:00:00Z/2026-04-19T23:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,430155298731,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,430155298731,Usage,2026-04-19T22:00:00Z,2026-04-19T23:00:00Z,AmazonS3,EUN1-DataTransfer-Out-Bytes,ListBucketVersions,,fincloud-data-xyz,0.0000003166,,,USD,0.0000000001,0.0000000000,0.0000000001,0.0000000000,USD 0.0 per GB for DataTransfer-Out-Bytes in EU (Stockholm),,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,EU (Stockholm),AWS Region,eu-north-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,,eu-north-1,,AWSDataTransfer,AWS Data Transfer,DRTM7T5YA7E492Z3,,,,,External,Other,,AWS Outbound,EUN1-DataTransfer-Out-Bytes,,,,,DRTM7T5YA7E492Z3.A429C66SYZ.6YS6EN2CT7,448848351163,USD,0.0000000285,0.0900000000,,GB,,,,,,,,,,23742807748,,,,,,,,,,,,,,,
eddfb3obrnhedld5eyvyretddxbrc4xqsltrfqybr4mpys3jkn3q,2026-04-16T19:00:00Z/2026-04-16T20:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,430155298731,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,430155298731,Usage,2026-04-16T19:00:00Z,2026-04-16T20:00:00Z,AmazonS3,EUN1-DataTransfer-Out-Bytes,ReadBucketOwnershipControls,,fincloud-s3-demo,0.0000003595,,,USD,0.0000000001,0.0000000000,0.0000000001,0.0000000000,USD 0.0 per GB for DataTransfer-Out-Bytes in EU (Stockholm),,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,EU (Stockholm),AWS Region,eu-north-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,,eu-north-1,,AWSDataTransfer,AWS Data Transfer,DRTM7T5YA7E492Z3,,,,,External,Other,,AWS Outbound,EUN1-DataTransfer-Out-Bytes,,,,,DRTM7T5YA7E492Z3.A429C66SYZ.6YS6EN2CT7,448848351163,USD,0.0000000324,0.0900000000,,GB,,,,,,,,,,23742807748,,,,,,,,,,,,,,,
eddfb3obrnhedld5eyvyretddxbrc4xqsltrfqybr4mpys3jkn3q,2026-04-16T22:00:00Z/2026-04-16T23:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,430155298731,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,430155298731,Usage,2026-04-16T22:00:00Z,2026-04-16T23:00:00Z,AmazonS3,EUN1-DataTransfer-Out-Bytes,ReadBucketOwnershipControls,,fincloud-s3-demo,0.0000001797,,,USD,0.0000000001,0.0000000000,0.0000000001,0.0000000000,USD 0.0 per GB for DataTransfer-Out-Bytes in EU (Stockholm),,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,EU (Stockholm),AWS Region,eu-north-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,,eu-north-1,,AWSDataTransfer,AWS Data Transfer,DRTM7T5YA7E492Z3,,,,,External,Other,,AWS Outbound,EUN1-DataTransfer-Out-Bytes,,,,,DRTM7T5YA7E492Z3.A429C66SYZ.6YS6EN2CT7,448848351163,USD,0.0000000162,0.0900000000,,GB,,,,,,,,,,23742807748,,,,,,,,,,,,,,,
du7kaykpyxmtbjk3sczadj5t3bav4l5cinga6hxcug5zk2hythnq,2026-04-19T21:00:00Z/2026-04-19T22:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,430155298731,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,430155298731,Usage,2026-04-19T21:00:00Z,2026-04-19T22:00:00Z,AmazonS3,EUN1-DataTransfer-Out-Bytes,ReadBucketOwnershipControls,,fincloud-data-xyz,0.0000003595,,,USD,0.0000000001,0.0000000000,0.0000000001,0.0000000000,USD 0.0 per GB for DataTransfer-Out-Bytes in EU (Stockholm),,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,EU (Stockholm),AWS Region,eu-north-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,,eu-north-1,,AWSDataTransfer,AWS Data Transfer,DRTM7T5YA7E492Z3,,,,,External,Other,,AWS Outbound,EUN1-DataTransfer-Out-Bytes,,,,,DRTM7T5YA7E492Z3.A429C66SYZ.6YS6EN2CT7,448848351163,USD,0.0000000324,0.0900000000,,GB,,,,,,,,,,23742807748,,,,,,,,,,,,,,,
du7kaykpyxmtbjk3sczadj5t3bav4l5cinga6hxcug5zk2hythnq,2026-04-19T22:00:00Z/2026-04-19T23:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,430155298731,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,430155298731,Usage,2026-04-19T22:00:00Z,2026-04-19T23:00:00Z,AmazonS3,EUN1-DataTransfer-Out-Bytes,ReadBucketOwnershipControls,,fincloud-data-xyz,0.0000003595,,,USD,0.0000000001,0.0000000000,0.0000000001,0.0000000000,USD 0.0 per GB for DataTransfer-Out-Bytes in EU (Stockholm),,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,EU (Stockholm),AWS Region,eu-north-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,,eu-north-1,,AWSDataTransfer,AWS Data Transfer,DRTM7T5YA7E492Z3,,,,,External,Other,,AWS Outbound,EUN1-DataTransfer-Out-Bytes,,,,,DRTM7T5YA7E492Z3.A429C66SYZ.6YS6EN2CT7,448848351163,USD,0.0000000324,0.0900000000,,GB,,,,,,,,,,23742807748,,,,,,,,,,,,,,,
ihmjkenn6m6mqkrfbgqgyakmkyicfpmknyfx3mf2g3ywzydbyeoq,2026-04-16T22:00:00Z/2026-04-16T23:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,430155298731,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,430155298731,Usage,2026-04-16T22:00:00Z,2026-04-16T23:00:00Z,AmazonS3,EUN1-DataTransfer-Out-Bytes,ReadBucketPolicy,,fincloud-s3-demo,0.0000003064,,,USD,0.0000000001,0.0000000000,0.0000000001,0.0000000000,USD 0.0 per GB for DataTransfer-Out-Bytes in EU (Stockholm),,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,EU (Stockholm),AWS Region,eu-north-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,,eu-north-1,,AWSDataTransfer,AWS Data Transfer,DRTM7T5YA7E492Z3,,,,,External,Other,,AWS Outbound,EUN1-DataTransfer-Out-Bytes,,,,,DRTM7T5YA7E492Z3.A429C66SYZ.6YS6EN2CT7,448848351163,USD,0.0000000276,0.0900000000,,GB,,,,,,,,,,23742807748,,,,,,,,,,,,,,,
ofgccjdxjhssjzhwgafurpikmqvsegkivclcu4ehqtrnxn4pmhiq,2026-04-19T22:00:00Z/2026-04-19T23:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,430155298731,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,430155298731,Usage,2026-04-19T22:00:00Z,2026-04-19T23:00:00Z,AmazonS3,EUN1-DataTransfer-Out-Bytes,ReadBucketPolicy,,fincloud-data-xyz,0.0000002887,,,USD,0.0000000001,0.0000000000,0.0000000001,0.0000000000,USD 0.0 per GB for DataTransfer-Out-Bytes in EU (Stockholm),,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,EU (Stockholm),AWS Region,eu-north-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,,eu-north-1,,AWSDataTransfer,AWS Data Transfer,DRTM7T5YA7E492Z3,,,,,External,Other,,AWS Outbound,EUN1-DataTransfer-Out-Bytes,,,,,DRTM7T5YA7E492Z3.A429C66SYZ.6YS6EN2CT7,448848351163,USD,0.0000000260,0.0900000000,,GB,,,,,,,,,,23742807748,,,,,,,,,,,,,,,
jbyzmwvrwxwbq22mtcxcibw5i5syyit5vopf4cfonfnsnya2xeta,2026-04-16T19:00:00Z/2026-04-16T20:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,430155298731,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,430155298731,Usage,2026-04-16T19:00:00Z,2026-04-16T20:00:00Z,AmazonS3,EUN1-DataTransfer-Out-Bytes,ReadBucketPublicAccessBlock,,fincloud-s3-demo,0.0000003036,,,USD,0.0000000001,0.0000000000,0.0000000001,0.0000000000,USD 0.0 per GB for DataTransfer-Out-Bytes in EU (Stockholm),,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,EU (Stockholm),AWS Region,eu-north-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,,eu-north-1,,AWSDataTransfer,AWS Data Transfer,DRTM7T5YA7E492Z3,,,,,External,Other,,AWS Outbound,EUN1-DataTransfer-Out-Bytes,,,,,DRTM7T5YA7E492Z3.A429C66SYZ.6YS6EN2CT7,448848351163,USD,0.0000000273,0.0900000000,,GB,,,,,,,,,,23742807748,,,,,,,,,,,,,,,
nkxxgfllhbaxijuxbaomhso6jx43q2l4z4v56cqxdfiybee42cbq,2026-04-19T21:00:00Z/2026-04-19T22:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,430155298731,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,430155298731,Usage,2026-04-19T21:00:00Z,2026-04-19T22:00:00Z,AmazonS3,EUN1-DataTransfer-Out-Bytes,ReadBucketPublicAccessBlock,,fincloud-data-xyz,0.0000003036,,,USD,0.0000000001,0.0000000000,0.0000000001,0.0000000000,USD 0.0 per GB for DataTransfer-Out-Bytes in EU (Stockholm),,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,EU (Stockholm),AWS Region,eu-north-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,,eu-north-1,,AWSDataTransfer,AWS Data Transfer,DRTM7T5YA7E492Z3,,,,,External,Other,,AWS Outbound,EUN1-DataTransfer-Out-Bytes,,,,,DRTM7T5YA7E492Z3.A429C66SYZ.6YS6EN2CT7,448848351163,USD,0.0000000273,0.0900000000,,GB,,,,,,,,,,23742807748,,,,,,,,,,,,,,,
sut3dsklehv2iqlfb6yxyuxkqdy3jevcxlngtazlcrbqif2lurla,2026-04-16T19:00:00Z/2026-04-16T20:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,430155298731,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,430155298731,Usage,2026-04-16T19:00:00Z,2026-04-16T20:00:00Z,AmazonS3,EUN1-DataTransfer-Out-Bytes,ReadBucketServerSideEncryption,,fincloud-s3-demo,0.0000007581,,,USD,0.0000000001,0.0000000000,0.0000000001,0.0000000000,USD 0.0 per GB for DataTransfer-Out-Bytes in EU (Stockholm),,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,EU (Stockholm),AWS Region,eu-north-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,,eu-north-1,,AWSDataTransfer,AWS Data Transfer,DRTM7T5YA7E492Z3,,,,,External,Other,,AWS Outbound,EUN1-DataTransfer-Out-Bytes,,,,,DRTM7T5YA7E492Z3.A429C66SYZ.6YS6EN2CT7,448848351163,USD,0.0000000682,0.0900000000,,GB,,,,,,,,,,23742807748,,,,,,,,,,,,,,,
afvhpyfih3i646mdgx7j7pl6nonz3b64p76uz4p6sgifv6ztmykq,2026-04-19T21:00:00Z/2026-04-19T22:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,430155298731,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,430155298731,Usage,2026-04-19T21:00:00Z,2026-04-19T22:00:00Z,AmazonS3,EUN1-DataTransfer-Out-Bytes,ReadBucketServerSideEncryption,,fincloud-data-xyz,0.0000007581,,,USD,0.0000000001,0.0000000000,0.0000000001,0.0000000000,USD 0.0 per GB for DataTransfer-Out-Bytes in EU (Stockholm),,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,EU (Stockholm),AWS Region,eu-north-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,,eu-north-1,,AWSDataTransfer,AWS Data Transfer,DRTM7T5YA7E492Z3,,,,,External,Other,,AWS Outbound,EUN1-DataTransfer-Out-Bytes,,,,,DRTM7T5YA7E492Z3.A429C66SYZ.6YS6EN2CT7,448848351163,USD,0.0000000682,0.0900000000,,GB,,,,,,,,,,23742807748,,,,,,,,,,,,,,,
afvhpyfih3i646mdgx7j7pl6nonz3b64p76uz4p6sgifv6ztmykq,2026-04-19T22:00:00Z/2026-04-19T23:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,430155298731,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,430155298731,Usage,2026-04-19T22:00:00Z,2026-04-19T23:00:00Z,AmazonS3,EUN1-DataTransfer-Out-Bytes,ReadBucketServerSideEncryption,,fincloud-data-xyz,0.0000007581,,,USD,0.0000000001,0.0000000000,0.0000000001,0.0000000000,USD 0.0 per GB for DataTransfer-Out-Bytes in EU (Stockholm),,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,EU (Stockholm),AWS Region,eu-north-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,,eu-north-1,,AWSDataTransfer,AWS Data Transfer,DRTM7T5YA7E492Z3,,,,,External,Other,,AWS Outbound,EUN1-DataTransfer-Out-Bytes,,,,,DRTM7T5YA7E492Z3.A429C66SYZ.6YS6EN2CT7,448848351163,USD,0.0000000682,0.0900000000,,GB,,,,,,,,,,23742807748,,,,,,,,,,,,,,,
gjotyrp47iw6yscjqlhknggqjvdm4hguobbftf47wopnceiiymeq,2026-04-19T22:00:00Z/2026-04-19T23:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,430155298731,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,430155298731,Usage,2026-04-19T22:00:00Z,2026-04-19T23:00:00Z,AmazonS3,EUN1-DataTransfer-Out-Bytes,ReadObjectTagging,,fincloud-data-xyz,0.0000001071,,,USD,0.0000000001,0.0000000000,0.0000000001,0.0000000000,USD 0.0 per GB for DataTransfer-Out-Bytes in EU (Stockholm),,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,EU (Stockholm),AWS Region,eu-north-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,,eu-north-1,,AWSDataTransfer,AWS Data Transfer,DRTM7T5YA7E492Z3,,,,,External,Other,,AWS Outbound,EUN1-DataTransfer-Out-Bytes,,,,,DRTM7T5YA7E492Z3.A429C66SYZ.6YS6EN2CT7,448848351163,USD,0.0000000096,0.0900000000,,GB,,,,,,,,,,23742807748,,,,,,,,,,,,,,,
w3jylykorddgc7a375ainvy67dvgwcdza2panvuf44wss5srfqpa,2026-04-16T19:00:00Z/2026-04-16T20:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,430155298731,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,430155298731,Usage,2026-04-16T19:00:00Z,2026-04-16T20:00:00Z,AmazonS3,EUN1-DataTransfer-Out-Bytes,ReadVersioningProps,,fincloud-s3-demo,0.0000003157,,,USD,0.0000000001,0.0000000000,0.0000000001,0.0000000000,USD 0.0 per GB for DataTransfer-Out-Bytes in EU (Stockholm),,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,EU (Stockholm),AWS Region,eu-north-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,,eu-north-1,,AWSDataTransfer,AWS Data Transfer,DRTM7T5YA7E492Z3,,,,,External,Other,,AWS Outbound,EUN1-DataTransfer-Out-Bytes,,,,,DRTM7T5YA7E492Z3.A429C66SYZ.6YS6EN2CT7,448848351163,USD,0.0000000284,0.0900000000,,GB,,,,,,,,,,23742807748,,,,,,,,,,,,,,,
w3jylykorddgc7a375ainvy67dvgwcdza2panvuf44wss5srfqpa,2026-04-16T22:00:00Z/2026-04-16T23:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,430155298731,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,430155298731,Usage,2026-04-16T22:00:00Z,2026-04-16T23:00:00Z,AmazonS3,EUN1-DataTransfer-Out-Bytes,ReadVersioningProps,,fincloud-s3-demo,0.0000007367,,,USD,0.0000000001,0.0000000000,0.0000000001,0.0000000000,USD 0.0 per GB for DataTransfer-Out-Bytes in EU (Stockholm),,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,EU (Stockholm),AWS Region,eu-north-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,,eu-north-1,,AWSDataTransfer,AWS Data Transfer,DRTM7T5YA7E492Z3,,,,,External,Other,,AWS Outbound,EUN1-DataTransfer-Out-Bytes,,,,,DRTM7T5YA7E492Z3.A429C66SYZ.6YS6EN2CT7,448848351163,USD,0.0000000663,0.0900000000,,GB,,,,,,,,,,23742807748,,,,,,,,,,,,,,,
